kind,model,system,scenario,slice_kind,slice,metric,unit,N,from_regime,to_regime,from_strategy,to_strategy,from_mean,to_mean,delta,display_delta,status,from_expected_units,from_known_units,from_missing_units,to_expected_units,to_known_units,to_missing_units,cohort_from,cohort_to,source_from,source_to,source_row_from,source_row_to
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap_bon,Gap points,4,cost_moderate,cost_moderate,naive,cached,99.31180121490789,99.42254524098367,0.11074402607577838,+0.11,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,889,871
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap_bon,Gap points,4,cost_moderate,cost_moderate,naive,poolact,99.31180121490789,99.26750473424967,-0.04429648065821823,-0.04,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,889,907
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap_bon,Gap points,4,cost_moderate,cost_moderate,cached,poolact,99.42254524098367,99.26750473424967,-0.1550405067339966,-0.16,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,871,907
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap_bon,Gap points,4,cost_tight,cost_tight,naive,cached,99.31021953398322,99.13144722304197,-0.17877231094124113,-0.18,known,3,3,0,3,3,0,gpt_original,gpt_original,old_absolute,old_absolute,2616,2612
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap_bon,Gap points,4,cost_tight,cost_tight,naive,poolact,99.31021953398322,99.10771541883472,-0.20250411514849986,-0.20,known,3,3,0,3,3,0,gpt_original,gpt_original,old_absolute,old_absolute,2616,2620
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap_bon,Gap points,4,cost_tight,cost_tight,cached,poolact,99.13144722304197,99.10771541883472,-0.023731804207258733,-0.02,known,3,3,0,3,3,0,gpt_original,gpt_original,old_absolute,old_absolute,2612,2620
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap_bon,Gap points,4,cost_moderate,cost_tight,naive,naive,99.31180121490789,99.31021953398322,-0.0015816809246729235,-0.00,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_original,rerun_items,old_absolute,889,2616
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap_bon,Gap points,4,cost_moderate,cost_tight,cached,cached,99.42254524098367,99.13144722304197,-0.29109801794169243,-0.29,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_original,rerun_items,old_absolute,871,2612
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap_bon,Gap points,4,cost_moderate,cost_tight,poolact,poolact,99.26750473424967,99.10771541883472,-0.15978931541495456,-0.16,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_original,rerun_items,old_absolute,907,2620
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap_mi,Gap points,4,cost_moderate,cost_moderate,naive,cached,98.74383960123899,98.67778888826773,-0.0660507129712613,-0.07,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,892,874
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap_mi,Gap points,4,cost_moderate,cost_moderate,naive,poolact,98.74383960123899,98.64614773796036,-0.09769186327862656,-0.10,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,892,910
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap_mi,Gap points,4,cost_moderate,cost_moderate,cached,poolact,98.67778888826773,98.64614773796036,-0.03164115030736525,-0.03,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,874,910
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap_mi,Gap points,4,cost_tight,cost_tight,naive,cached,97.16572781489185,97.9227471375269,0.7570193226350455,+0.76,known,3,3,0,3,3,0,gpt_original,gpt_original,old_absolute,old_absolute,2617,2613
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap_mi,Gap points,4,cost_tight,cost_tight,naive,poolact,97.16572781489185,97.87133003290825,0.705602218016395,+0.71,known,3,3,0,3,3,0,gpt_original,gpt_original,old_absolute,old_absolute,2617,2621
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap_mi,Gap points,4,cost_tight,cost_tight,cached,poolact,97.9227471375269,97.87133003290825,-0.051417104618650455,-0.05,known,3,3,0,3,3,0,gpt_original,gpt_original,old_absolute,old_absolute,2613,2621
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap_mi,Gap points,4,cost_moderate,cost_tight,naive,naive,98.74383960123899,97.16572781489185,-1.5781117863471366,-1.58,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_original,rerun_items,old_absolute,892,2617
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap_mi,Gap points,4,cost_moderate,cost_tight,cached,cached,98.67778888826773,97.9227471375269,-0.7550417507408298,-0.76,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_original,rerun_items,old_absolute,874,2613
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,gap_mi,Gap points,4,cost_moderate,cost_tight,poolact,poolact,98.64614773796036,97.87133003290825,-0.774817705052115,-0.77,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_original,rerun_items,old_absolute,910,2621
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,raw_perf_bon,fraction,4,cost_moderate,cost_moderate,naive,cached,0.9412393106354607,0.9420183300971985,0.000779019461737751,+0.00,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,895,877
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,raw_perf_bon,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.9412393106354607,0.9409277107980516,-0.00031159983740913777,-0.00,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,895,913
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,raw_perf_bon,fraction,4,cost_moderate,cost_moderate,cached,poolact,0.9420183300971985,0.9409277107980516,-0.0010906192991468888,-0.00,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,877,913
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,raw_perf_bon,fraction,4,cost_tight,cost_tight,naive,cached,0.9412281844351027,0.9399706257714165,-0.0012575586636861535,-0.00,known,3,3,0,3,3,0,gpt_original,gpt_original,old_absolute,old_absolute,2618,2614
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,raw_perf_bon,fraction,4,cost_tight,cost_tight,naive,poolact,0.9412281844351027,0.9398036864068773,-0.0014244980282254183,-0.00,known,3,3,0,3,3,0,gpt_original,gpt_original,old_absolute,old_absolute,2618,2622
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,raw_perf_bon,fraction,4,cost_tight,cost_tight,cached,poolact,0.9399706257714165,0.9398036864068773,-0.00016693936453926472,-0.00,known,3,3,0,3,3,0,gpt_original,gpt_original,old_absolute,old_absolute,2614,2622
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,raw_perf_bon,fraction,4,cost_moderate,cost_tight,naive,naive,0.9412393106354607,0.9412281844351027,-1.112620035803591e-05,-0.00,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_original,rerun_items,old_absolute,895,2618
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,raw_perf_bon,fraction,4,cost_moderate,cost_tight,cached,cached,0.9420183300971985,0.9399706257714165,-0.0020477043257819405,-0.00,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_original,rerun_items,old_absolute,877,2614
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,raw_perf_bon,fraction,4,cost_moderate,cost_tight,poolact,poolact,0.9409277107980516,0.9398036864068773,-0.0011240243911743164,-0.00,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_original,rerun_items,old_absolute,913,2622
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,raw_perf_mi,fraction,4,cost_moderate,cost_moderate,naive,cached,0.9372440328200657,0.9367794046799341,-0.0004646281401315955,-0.00,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,898,880
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,raw_perf_mi,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.9372440328200657,0.9365568276908662,-0.0006872051291995085,-0.00,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,898,916
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,raw_perf_mi,fraction,4,cost_moderate,cost_moderate,cached,poolact,0.9367794046799341,0.9365568276908662,-0.000222576989067913,-0.00,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,880,916
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,raw_perf_mi,fraction,4,cost_tight,cost_tight,naive,cached,0.9261429392629199,0.9314681275023354,0.005325188239415524,+0.01,known,3,3,0,3,3,0,gpt_original,gpt_original,old_absolute,old_absolute,2619,2615
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,raw_perf_mi,fraction,4,cost_tight,cost_tight,naive,poolact,0.9261429392629199,0.9311064382394155,0.004963498976495617,+0.00,known,3,3,0,3,3,0,gpt_original,gpt_original,old_absolute,old_absolute,2619,2623
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,raw_perf_mi,fraction,4,cost_tight,cost_tight,cached,poolact,0.9314681275023354,0.9311064382394155,-0.00036168926291990644,-0.00,known,3,3,0,3,3,0,gpt_original,gpt_original,old_absolute,old_absolute,2615,2623
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,raw_perf_mi,fraction,4,cost_moderate,cost_tight,naive,naive,0.9372440328200657,0.9261429392629199,-0.011101093557145836,-0.01,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_original,rerun_items,old_absolute,898,2619
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,raw_perf_mi,fraction,4,cost_moderate,cost_tight,cached,cached,0.9367794046799341,0.9314681275023354,-0.005311277177598717,-0.01,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_original,rerun_items,old_absolute,880,2615
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:A,raw_perf_mi,fraction,4,cost_moderate,cost_tight,poolact,poolact,0.9365568276908662,0.9311064382394155,-0.00545038945145071,-0.01,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_original,rerun_items,old_absolute,916,2623
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap0_bon,Gap points,4,cost_moderate,cost_moderate,naive,cached,97.44093426385254,97.9780745269365,0.5371402630839555,+0.54,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,884,866
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap0_bon,Gap points,4,cost_moderate,cost_moderate,naive,poolact,97.44093426385254,98.36673912767215,0.9258048638196072,+0.93,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,884,902
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap0_bon,Gap points,4,cost_moderate,cost_moderate,cached,poolact,97.9780745269365,98.36673912767215,0.3886646007356518,+0.39,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,866,902
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap0_bon,Gap points,4,cost_moderate,cost_tight,naive,naive,97.44093426385254,,,unknown,unknown,3,3,0,,,,gpt_rerun_20260912,,rerun_items,,884,
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap0_bon,Gap points,4,cost_moderate,cost_tight,cached,cached,97.9780745269365,,,unknown,unknown,3,3,0,,,,gpt_rerun_20260912,,rerun_items,,866,
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap0_bon,Gap points,4,cost_moderate,cost_tight,poolact,poolact,98.36673912767215,,,unknown,unknown,3,3,0,,,,gpt_rerun_20260912,,rerun_items,,902,
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap0_mi,Gap points,4,cost_moderate,cost_moderate,naive,cached,96.49001811222452,96.62539661147412,0.13537849924959744,+0.14,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,887,869
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap0_mi,Gap points,4,cost_moderate,cost_moderate,naive,poolact,96.49001811222452,96.14393374723112,-0.346084364993402,-0.35,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,887,905
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap0_mi,Gap points,4,cost_moderate,cost_moderate,cached,poolact,96.62539661147412,96.14393374723112,-0.48146286424299944,-0.48,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,869,905
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap0_mi,Gap points,4,cost_moderate,cost_tight,naive,naive,96.49001811222452,,,unknown,unknown,3,3,0,,,,gpt_rerun_20260912,,rerun_items,,887,
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap0_mi,Gap points,4,cost_moderate,cost_tight,cached,cached,96.62539661147412,,,unknown,unknown,3,3,0,,,,gpt_rerun_20260912,,rerun_items,,869,
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap0_mi,Gap points,4,cost_moderate,cost_tight,poolact,poolact,96.14393374723112,,,unknown,unknown,3,3,0,,,,gpt_rerun_20260912,,rerun_items,,905,
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap_bon,Gap points,4,cost_moderate,cost_moderate,naive,cached,97.44093426385254,97.9780745269365,0.5371402630839555,+0.54,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,890,872
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap_bon,Gap points,4,cost_moderate,cost_moderate,naive,poolact,97.44093426385254,98.36673912767215,0.9258048638196072,+0.93,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,890,908
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap_bon,Gap points,4,cost_moderate,cost_moderate,cached,poolact,97.9780745269365,98.36673912767215,0.3886646007356518,+0.39,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,872,908
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap_bon,Gap points,4,cost_tight,cost_tight,naive,cached,96.34481625338105,96.50639752483835,0.16158127145729395,+0.16,known,3,3,0,3,3,0,gpt_original,gpt_original,old_absolute,old_absolute,2640,2636
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap_bon,Gap points,4,cost_tight,cost_tight,naive,poolact,96.34481625338105,96.12646479929725,-0.21835145408380185,-0.22,known,3,3,0,3,3,0,gpt_original,gpt_original,old_absolute,old_absolute,2640,2644
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap_bon,Gap points,4,cost_tight,cost_tight,cached,poolact,96.50639752483835,96.12646479929725,-0.3799327255410958,-0.38,known,3,3,0,3,3,0,gpt_original,gpt_original,old_absolute,old_absolute,2636,2644
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap_bon,Gap points,4,cost_moderate,cost_tight,naive,naive,97.44093426385254,96.34481625338105,-1.0961180104714856,-1.10,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_original,rerun_items,old_absolute,890,2640
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap_bon,Gap points,4,cost_moderate,cost_tight,cached,cached,97.9780745269365,96.50639752483835,-1.4716770020981471,-1.47,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_original,rerun_items,old_absolute,872,2636
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap_bon,Gap points,4,cost_moderate,cost_tight,poolact,poolact,98.36673912767215,96.12646479929725,-2.2402743283748947,-2.24,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_original,rerun_items,old_absolute,908,2644
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap_mi,Gap points,4,cost_moderate,cost_moderate,naive,cached,96.49001811222452,96.62539661147412,0.13537849924959744,+0.14,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,893,875
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap_mi,Gap points,4,cost_moderate,cost_moderate,naive,poolact,96.49001811222452,96.14393374723112,-0.346084364993402,-0.35,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,893,911
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap_mi,Gap points,4,cost_moderate,cost_moderate,cached,poolact,96.62539661147412,96.14393374723112,-0.48146286424299944,-0.48,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,875,911
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap_mi,Gap points,4,cost_tight,cost_tight,naive,cached,95.20830292504525,91.47451475996175,-3.733788165083496,-3.73,known,3,3,0,3,3,0,gpt_original,gpt_original,old_absolute,old_absolute,2641,2637
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap_mi,Gap points,4,cost_tight,cost_tight,naive,poolact,95.20830292504525,95.41464415257795,0.2063412275327039,+0.21,known,3,3,0,3,3,0,gpt_original,gpt_original,old_absolute,old_absolute,2641,2645
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap_mi,Gap points,4,cost_tight,cost_tight,cached,poolact,91.47451475996175,95.41464415257795,3.9401293926161998,+3.94,known,3,3,0,3,3,0,gpt_original,gpt_original,old_absolute,old_absolute,2637,2645
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap_mi,Gap points,4,cost_moderate,cost_tight,naive,naive,96.49001811222452,95.20830292504525,-1.2817151871792731,-1.28,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_original,rerun_items,old_absolute,893,2641
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap_mi,Gap points,4,cost_moderate,cost_tight,cached,cached,96.62539661147412,91.47451475996175,-5.150881851512366,-5.15,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_original,rerun_items,old_absolute,875,2637
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,gap_mi,Gap points,4,cost_moderate,cost_tight,poolact,poolact,96.14393374723112,95.41464415257795,-0.7292895946531672,-0.73,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_original,rerun_items,old_absolute,911,2645
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,raw_perf_bon,fraction,4,cost_moderate,cost_moderate,naive,cached,0.9424301120969985,0.9437989658779568,0.0013688537809583012,+0.00,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,896,878
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,raw_perf_bon,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.9424301120969985,0.9447894427511427,0.002359330654144287,+0.00,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,896,914
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,raw_perf_bon,fraction,4,cost_moderate,cost_moderate,cached,poolact,0.9437989658779568,0.9447894427511427,0.0009904768731859859,+0.00,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,878,914
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,raw_perf_bon,fraction,4,cost_tight,cost_tight,naive,cached,0.9396367536650764,0.940048529042138,0.00041177537706160727,+0.00,known,3,3,0,3,3,0,gpt_original,gpt_original,old_absolute,old_absolute,2642,2638
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,raw_perf_bon,fraction,4,cost_tight,cost_tight,naive,poolact,0.9396367536650764,0.9390803045696683,-0.0005564490954080847,-0.00,known,3,3,0,3,3,0,gpt_original,gpt_original,old_absolute,old_absolute,2642,2646
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,raw_perf_bon,fraction,4,cost_tight,cost_tight,cached,poolact,0.940048529042138,0.9390803045696683,-0.000968224472469692,-0.00,known,3,3,0,3,3,0,gpt_original,gpt_original,old_absolute,old_absolute,2638,2646
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,raw_perf_bon,fraction,4,cost_moderate,cost_tight,naive,naive,0.9424301120969985,0.9396367536650764,-0.0027933584319220772,-0.00,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_original,rerun_items,old_absolute,896,2642
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,raw_perf_bon,fraction,4,cost_moderate,cost_tight,cached,cached,0.9437989658779568,0.940048529042138,-0.003750436835818771,-0.00,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_original,rerun_items,old_absolute,878,2638
budget,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,raw_perf_bon,fraction,4,cost_moderate,cost_tight,poolact,poolact,0.9447894427511427,0.9390803045696683,-0.005709138181474449,-0.01,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_original,rerun_items,old_absolute,914,2646
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,raw_perf_mi,fraction,4,cost_moderate,cost_moderate,naive,cached,0.940006787578265,0.9403517875406477,0.00034499996238279707,+0.00,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,899,881
strategy,gpt-5.6-sol,poolact,tuning,task,hpobench:nasbench101:B,raw_perf_mi,fraction,4,cost_moderate,cost_moderate,naive,poolact,0.940006787578265,0.9391248226165771,-0.0008819649616877978,-0.00,known,3,3,0,3,3,0,gpt_rerun_20260912,gpt_rerun_20260912,rerun_items,rerun_items,899,917
